タイトル,URL,サムネイルファイル名,作成物
【簡単リュックの作り方】大きめでたっぷり入るナップサック作り。＊サイドパーツのサイズ修正🙏　❌１７cm ⭕️１２cm＊Prymハンドプレス機でハトメ付け（コットンフレンド夏号）How to 　#225,https://www.youtube.com/watch?v=cg-XA6EWXpM,cg-XA6EWXpM.jpg,
リバティの端切れとナイロンでハトメのポシェット（サコッシュ）作り。Prymハンドプレス機でハトメとカシメの付け方を解説（コットンフレンド夏号）How to make nylon sacoche#224,https://www.youtube.com/watch?v=RgyTwQR304k,RgyTwQR304k.jpg,
【掲載作品】Prymハンドプレス機VARIOを使った旅アイテム。バッグ教室でお試し体験。コットンフレンド夏号　Introduction of  handicraft magazines　#223,https://www.youtube.com/watch?v=Yiik9MKp4m4,Yiik9MKp4m4.jpg,
【ヨーロッパ周遊ひとり旅⑩ヘルシンキ4泊5日】marimekkoマリメッコ本社とヴァンターのアウトレットでお買い物。そして帰国。 Helshinki (2024/6/3-8）#旅のvlog #222,https://www.youtube.com/watch?v=DbffgLokYXQ,DbffgLokYXQ.jpg,
【ヨーロッパ周遊ひとり旅⑨モナコ半日観光】観光バスでモナコGP市街地コースを擬似体験してきました！monaco solo trip(2024/5/31）#旅のvlog #221,https://www.youtube.com/watch?v=9px13XDDsiE,9px13XDDsiE.jpg,
【ヨーロッパ周遊ひとり旅⑧ニース4泊5日】手芸店と南仏の美しい地中海。エズ村・カンヌ日帰り観光。Nice&Eze&Cannes (2024/5/29-6/2）#旅のvlog #220,https://www.youtube.com/watch?v=BRGQ5WdWtlc,BRGQ5WdWtlc.jpg,
【ヨーロッパ周遊ひとり旅⑦バルセロナ3泊4日】美食の国で食べて飲んで大満喫！完成間近のサグラダファミリア　Barcelona (スペイン2024/5/26-29）#旅のvlog #219,https://www.youtube.com/watch?v=DhIN0J7NQB8,DhIN0J7NQB8.jpg,
【ヨーロッパ周遊ひとり旅⑤フェズ2泊3日】モロッコ周遊。迷宮の街フェズは日本語ガイドと街歩き。Morocco Fez solo trip(2024/5/21-23）＃旅のvlog #217,https://www.youtube.com/watch?v=b3VlxMqZFn8,b3VlxMqZFn8.jpg,
【ヨーロッパ周遊ひとり旅⑥シャウエン2泊3日】モロッコ完結　猫と青の街。ホテル滞在　Morocco chefchaouen solo trip(2024/5/23-26）＃旅のvlog #218,https://www.youtube.com/watch?v=wwL0geIIqcg,wwL0geIIqcg.jpg,
【ヨーロッパ周遊ひとり旅④マラケシュ4泊5日】モロッコの手芸店とリヤド滞在。タイルがお洒落な宮殿へ　Marrakech in Morocco 2024/5/17-21　#旅のvlog #216,https://www.youtube.com/watch?v=-ERePfnSfQQ,-ERePfnSfQQ.jpg,
【ヨーロッパ周遊ひとり旅③リスボン4泊5日】ポルトガルの手芸店とフリーツアーで街歩き。そして発熱・・・Walking around Lisbon.(2024/5/13-17）#旅のvlog #215,https://www.youtube.com/watch?v=TyKQks7HqXc,TyKQks7HqXc.jpg,
【ヨーロッパ周遊ひとり旅②パリ3泊4日】フランス パリの主要観光名所と手芸店、クリニャンクール蚤の市巡り(2024/5/10-13) Paris #旅のvlog 　#214,https://www.youtube.com/watch?v=CTB2PQx52s0,CTB2PQx52s0.jpg,
【ヨーロッパ周遊ひとり旅①】ANA特典マイルで初のビジネスクラス搭乗記。手芸店巡りとトランジットのシンガポールフリーツアーSingapore Free Tour＃旅のVlog　#213,https://www.youtube.com/watch?v=QWPsKM1AfBI,QWPsKM1AfBI.jpg,
フィンランド　ヘルシンキAirbnb料理体験　in English　旅のvlog #212,https://www.youtube.com/watch?v=Q3FwSP6gbUI,Q3FwSP6gbUI.jpg,
【北欧ひとり旅総集編vlog】コペンハーゲン・オスロ・ストックホルム・ヘルシンキ・タリンCompilation of Solo Travel in Northern Europe　#211,https://www.youtube.com/watch?v=eNYWuzqracU,eNYWuzqracU.jpg,
今後の配信に関するお知らせ　Notice about future distribution　#210,https://www.youtube.com/watch?v=hgboiqri3eM,hgboiqri3eM.jpg,
【neige手芸部３】オリジナル布で作る「ティッシュケース＆ポーチ」の作り方。キットで同じアイテムが作れます　How to make a tissue pouch　#209,https://www.youtube.com/watch?v=l_klL4M7bC0,l_klL4M7bC0.jpg,
家庭用ミシンの自動糸調子、本当は自動じゃないって知ってる？裁断時に便利な手芸道具の選び方と水通しのいらない地直しの方法#neige手芸部 #208,https://www.youtube.com/watch?v=Tc9gy05Wrrw,Tc9gy05Wrrw.jpg,
【neige手芸部３】部員募集中。投稿キャンペーンはじまりました。インスタライブ再編集版 #neige手芸部 Instagram live re-edited version＃207,https://www.youtube.com/watch?v=4G9YSM7aJtY,4G9YSM7aJtY.jpg,
【オンライン講座】大人かわいいマリメッコバッグ。キット付きで同じバッグが作れます　marimekko　#206　#miroom,https://www.youtube.com/watch?v=UWYJ7pIwe3c,UWYJ7pIwe3c.jpg,
ハンドメイドの祭典「日本ホビーショー2024」に行ってきました！会場レポ　Japan Hobby Show #205,https://www.youtube.com/watch?v=qKou-oeifCU,qKou-oeifCU.jpg,
【掲載作品】ヌビキルトで作る大人かわいいリュック。NHKすてきにハンドメイド5月号　Introduction of  handicraft magazines　#204,https://www.youtube.com/watch?v=KCotX3vM1GM,KCotX3vM1GM.jpg,
【JUKI職業用EB1ボタンホーラー】世界初！直線専用ミシンでボタンホールができる！クッションカバー作りで使用レポ。Introducing the latest button holer　#203,https://www.youtube.com/watch?v=E5xg-qPOXEA,E5xg-qPOXEA.jpg,
"【ハンドメイド】ミニポシェット,プランターカバー、アームカバー。コットンタイム5月号掲載作品作りProduction of bags and accessories　#202",https://www.youtube.com/watch?v=6XJzbX4WJiM,6XJzbX4WJiM.jpg,
【掲載作品紹介】レモン柄のミニポシェットとガーデニング小物。ネット販売の始め方。コットンタイム5月号　Introduction of  handicraft magazines　#201,https://www.youtube.com/watch?v=9mwnm8pAQNE,9mwnm8pAQNE.jpg,
【完全保存版】バッグ作りの基礎から縫い方のコツまでを徹底解説！家庭用ミシンで初心者でも素敵に作れるヌビキルトの内ポケット付トートバッグを作ります。How to & Sewingtips　#200,https://www.youtube.com/watch?v=ATV1Mj0oJXw,ATV1Mj0oJXw.jpg,
【ハンドメイド】薄い生地で作るウッドハンドルのタックトート作り Wood handle tuck tote made from thin fabric＃199,https://www.youtube.com/watch?v=Pcr-3RQMPjc,Pcr-3RQMPjc.jpg,
【お知らせ】コットンタイム掲載「旅で出会った布紀行」次の周遊先や新規オンライン講座の告知　about handicraft magazines & next solo trip plans #198,https://www.youtube.com/watch?v=6imxGK8h-w0,6imxGK8h-w0.jpg,
【neige手芸部＃２】ベストオブモリスで作るリバーシブル巾着トート　How to make a reversible drawstring bag＃197,https://www.youtube.com/watch?v=W-2014e-8iA,W-2014e-8iA.jpg,
Marimekkoマリメッコ生地で作る「春色巾着トートバッグ」きれいに仕上がるコツを初心者にわかりやすく紹介。コットンタイム掲載レシピ｜How to make a drawstring bag＃196,https://www.youtube.com/watch?v=IOoykAEK1M4,IOoykAEK1M4.jpg,
【neige手芸部】部員募集中！次回作品はモリスの生地で「リバーシブル巾着トート」｜Instagram live broadcast　#195,https://www.youtube.com/watch?v=ac8jSlcMn10,ac8jSlcMn10.jpg,
【繊維工場見学】オリジナルネームタグ・チロルリボン・レース・シルクができるまで。手芸好きさん必見です！福井県繊維産地ツアー｜Textile factory tour(BGM only)#194,https://www.youtube.com/watch?v=aPse_d6BVII,aPse_d6BVII.jpg,
【ハンドメイド】ラウンドポシェット作りの制作風景Production scene of round pochette (BGM only)#193,https://www.youtube.com/watch?v=58da-7w6OE8,58da-7w6OE8.jpg,
【ヘルシンキひとり旅🇫🇮】5時間で効率よく周る市内観光（2023/5/22-25)  旅のvlog　Helsinki trip#192,https://www.youtube.com/watch?v=ApKM8zsPWJQ,ApKM8zsPWJQ.jpg,
【タリンひとり旅⑩🇪🇪】世界遺産エストニア日帰り観光。旧市街にある手芸店（2023/5/20)  旅のvlog　Handicraft shops in Tallinn　#191,https://www.youtube.com/watch?v=XPjU6IzNxvY,XPjU6IzNxvY.jpg,
【ヘルシンキひとり旅🇫🇮⑨】マリメッコアウトレット。フィンランド料理体験(2023/5/17-20) Helsinki & Marimekko outlet 旅のvlog #190,https://www.youtube.com/watch?v=rxQrGZLVoaI,rxQrGZLVoaI.jpg,
【ヘルシンキひとり旅🇫🇮⑧】１日１組限定マリメッコホテル＆シリアラインのムーミン部屋滞在レポ(2023/5/15-17) 旅のvlog  Marimekko Hotel Stay #189,https://www.youtube.com/watch?v=R-1F4R2QH0s,R-1F4R2QH0s.jpg,
"【100均しめ縄リメイク】畳ヘリと端切れでちょっと変わったお正月飾りの作り方 How to make ""New Year's decorations""　#188",https://www.youtube.com/watch?v=V_CbIf5VAyM,V_CbIf5VAyM.jpg,
【インスタライブ再編集版】WEB個展。作品紹介とバッグ作りにお勧めの本（個展は終了しています）Work introduction and book introduction187,https://www.youtube.com/watch?v=abdN0ry0xxw,abdN0ry0xxw.jpg,
【ストックホルムひとり旅🇸🇪⑦】高級布屋さん＆イッタラアウトレット。Stockholm's  handicraft shops(2023/5/14-15) 旅のvlog #186,https://www.youtube.com/watch?v=H64zv6jr8XU,H64zv6jr8XU.jpg,
【端切れ活用】お家の形が可愛いキーケース作り。手縫いで作れてプレゼントにもお勧めです。コットンタイム１月号付録定規｜How to make a house-shaped key case＃185,https://www.youtube.com/watch?v=y3de7MFn3n8,y3de7MFn3n8.jpg,
【オスロひとり旅🇳🇴⑥】絶景の連続！ベルトラフィヨルドツアー。世界一美しいフロム鉄道からの車窓。ベルゲン→オスロ(2023/5/12) fjord tour norway旅のvlog #184,https://www.youtube.com/watch?v=-MXobHApIDA,-MXobHApIDA.jpg,
Marimekkoマリメッコ生地で作る「小さくて可愛いコスメポーチ」の作り方 。カーブファスナーの縫い方のコツ。コットンタイム掲載レシピ｜How to make a round pouch＃183,https://www.youtube.com/watch?v=hioF19D4IRQ,hioF19D4IRQ.jpg,
"【ベルゲンひとり旅🇳🇴⑤】ノルウェー国鉄オスロからベルゲン。ブリッゲン、フロイエン山(2023/5/11~12) Solo trip to Bergen, Norway.旅のvlog #182",https://www.youtube.com/watch?v=TQdGxVW_dxQ,TQdGxVW_dxQ.jpg,
【３弾マルチコラボ定規】COTTONTIMEコットンタイム１月号付録.型紙代わりになる便利な使い方 the collaboration ruler. see the summary ＃181,https://www.youtube.com/watch?v=PnVVV0_pbOw,PnVVV0_pbOw.jpg,
"【オスロひとり旅🇳🇴④】ムンクの叫びに感動！美術館と市内観光(2023/5/10~11,13) Solo trip to Oslo, Norway.旅のvlog #180",https://www.youtube.com/watch?v=2Evwsosgc6o,2Evwsosgc6o.jpg,
【コペンハーゲンひとり旅🇩🇰③】市内観光と手芸店。滞在先Airbnb紹介。(2023/5/11)Handicraft shops in Copenhagen＆Airbnb　旅のvlog #179,https://www.youtube.com/watch?v=8xwSc6eiZN8,8xwSc6eiZN8.jpg,
【ハンドメイド】しずく型がお洒落なファーのドロップトートの作り方。（製図あり）How to make a fur drop tote bag #178,https://www.youtube.com/watch?v=F2W32GipBAE,F2W32GipBAE.jpg,
【コペンハーゲンひとり旅🇩🇰②】布屋さんとお洒落な雑貨屋巡り(2023/5/9~10)copenhagen solo trip｜Handicraft shops 旅のvlog#177,https://www.youtube.com/watch?v=QMS0n7AFEwQ,QMS0n7AFEwQ.jpg,
【サステナブル】アパレルの残布をパッチワーク。ボストンバッグに生まれ変わるまでの制作風景The process of making a Boston bag　#176,https://www.youtube.com/watch?v=_UAHYgI-8N8,_UAHYgI-8N8.jpg,
【北欧５カ国ひとり旅🇩🇰①】ヘルシンキ乗り継ぎでコペンハーゲンへ。プライオリティパスで空港ラウンジ初体験！(2023/5/7~9) Overseas solo trip 旅のvlog #175,https://www.youtube.com/watch?v=EObZgWjSdZE,EObZgWjSdZE.jpg,
制作風景ノーカット版。捨てられない小さな端切れの布合わせと繋ぎ方。Production scene of connecting scraps #174,https://www.youtube.com/watch?v=mjg90wJUBUw,mjg90wJUBUw.jpg,
【ハンドメイド】ファー仕立てのラウンドトートバッグ作り。マチ広めで内ポケット付き（製図あり）How to make a fur round tote bag #173,https://www.youtube.com/watch?v=dRw7v8D2_NI,dRw7v8D2_NI.jpg,
ベストオブモリスで作るファーの冬バッグ。オンライン講座のお知らせと便利な手芸道具のこと Winter online lessons and useful handicraft tools　#172,https://www.youtube.com/watch?v=GM5u85Weq9U,GM5u85Weq9U.jpg,
【裏布なし】ヌビキルト５０cmで作る大きなトートバッグの作り方。マザーズバッグや旅行バッグに。How to make a large tote bag using Nubiquilt #171,https://www.youtube.com/watch?v=d81WdNXzIqg,d81WdNXzIqg.jpg,
【家庭用ミシンでも帆布は縫える４】８号帆布のトートバッグ作り。たっぷり入って内ポケットも同時に仕上がります。マリメッコ帆布生地使用　How to make a tote #170,https://www.youtube.com/watch?v=bs4y9vIabzU,bs4y9vIabzU.jpg,
１時間で作れる！布耳はぎれで「内布が同時に作れるファスナーポーチ」の作り方｜How to make a simple pouch on Instagram Live（インスタライブ再編集）#169,https://www.youtube.com/watch?v=ccDhaF_UCh8,ccDhaF_UCh8.jpg,
【neige手芸部＃１】布耳端切れで作る小さなトートバッグ。布合わせのコツ｜How to make a small tote bag from fabric scraps #168,https://www.youtube.com/watch?v=JL6ZrmnKbZk,JL6ZrmnKbZk.jpg,
"布耳の端切れとステッチで""大人可愛い巾着ポーチ""の作り方｜How to make a cute drawstring pouch #167",https://www.youtube.com/watch?v=qxfvzEcFfbs,qxfvzEcFfbs.jpg,
【ハンドメイド】ファスナーを挟んで縫うだけ！簡単ファスナーポーチの作り方。マリメッコ端切れ｜How to make a very easy marimekko ZIP pouch #166,https://www.youtube.com/watch?v=dgYt5apawd0,dgYt5apawd0.jpg,
「neige手芸部」ができました！活動内容と入部希望者募集のお知らせ #165,https://www.youtube.com/watch?v=fYBkz0oGJN8,fYBkz0oGJN8.jpg,
【基本のトート】１枚布で底マチが隠れる「折りマチトートバッグ」の作り方｜How to make a easy tote #164,https://www.youtube.com/watch?v=M7c4weVSVPk,M7c4weVSVPk.jpg,
２０ｃｍの畳縁から作れるかわいい小物4選。畳ヘリでなに作る？掲載作品 | How to make 4 small items made from  tatami edge #163,https://www.youtube.com/watch?v=6MI196I-Jvg,6MI196I-Jvg.jpg,
【ハンドメイド】内布（裏布）も同時に作れるリバーシブルバンブートートの作り方｜How to make a reversible bamboo tote bag #162,https://www.youtube.com/watch?v=Xu2L5C0auKQ,Xu2L5C0auKQ.jpg,
人気の『畳のヘリ』で作るマチありリングトートバッグ（裏地あり）コットンフレンド夏号掲載｜How to make a tatami edge tote bag #161,https://www.youtube.com/watch?v=gzo4ZKGRSYQ,gzo4ZKGRSYQ.jpg,
保冷剤を入れてネッククーラーとしても使えるストールの作り方。余ってる白いガーゼも使えます｜How to make a 2way neck cooler　#160,https://www.youtube.com/watch?v=s53aW5VdBv8,s53aW5VdBv8.jpg,
